CFHEPS Amount,ZIP,month,Timely Issuance,Agency Action 
"$1,835",10306,9/1/2024,Timely,N/A
"$1,820",10306,9/1/2024,Timely,N/A
"$1,818",10306,9/1/2024,Timely,N/A
"$1,818",10306,9/1/2024,Timely,N/A
"$1,817",10306,9/1/2024,Timely,N/A
"$1,802",10306,9/1/2024,Timely,N/A
"$1,794",10306,9/1/2024,Timely,N/A
"$1,785",10306,9/1/2024,Timely,N/A
"$1,784",10306,9/1/2024,Timely,N/A
"$1,782",10306,9/1/2024,Timely,N/A
"$1,780",10306,9/1/2024,Timely,N/A
"$1,767",10306,9/1/2024,Timely,N/A
"$1,764",10306,9/1/2024,Timely,N/A
"$1,760",10306,9/1/2024,Timely,N/A
"$1,755",10306,9/1/2024,Timely,N/A
"$1,735",10306,9/1/2024,Timely,N/A
"$1,735",10306,9/1/2024,Timely,N/A
"$1,710",10306,9/1/2024,Timely,N/A
"$1,708",10306,9/1/2024,Timely,N/A
"$1,702",10306,9/1/2024,Timely,N/A
"$1,700",10306,9/1/2024,Timely,N/A
"$1,682",10306,9/1/2024,Timely,N/A
"$1,675",10306,9/1/2024,Timely,N/A
"$1,667",10306,9/1/2024,Timely,N/A
"$1,663",10306,9/1/2024,Timely,N/A
"$1,662",10306,9/1/2024,Timely,N/A
"$1,660",10306,9/1/2024,Timely,N/A
"$1,659",10306,9/1/2024,Timely,N/A
"$1,649",10306,9/1/2024,Timely,N/A
"$1,646",10306,9/1/2024,Timely,N/A
"$1,642",10306,9/1/2024,Timely,N/A
"$1,640",10306,9/1/2024,Timely,N/A
"$1,625",10306,9/1/2024,Timely,N/A
"$1,625",10306,9/1/2024,Timely,N/A
"$1,624",10306,9/1/2024,Timely,N/A
"$1,604",10306,9/1/2024,Timely,N/A
"$1,603",10306,9/1/2024,Timely,N/A
"$1,598",10306,9/1/2024,Timely,N/A
"$1,595",10306,9/1/2024,Timely,N/A
"$1,593",10306,9/1/2024,Timely,N/A
"$1,585",10306,9/1/2024,Timely,N/A
"$1,584",10306,9/1/2024,Timely,N/A
"$1,560",10306,9/1/2024,Timely,N/A
"$1,555",10306,9/1/2024,Timely,N/A
"$1,539",10306,9/1/2024,Timely,N/A
"$1,535",10306,9/1/2024,Timely,N/A
"$1,532",10306,9/1/2024,Timely,N/A
"$1,517",10306,9/1/2024,Timely,N/A
"$1,481",10306,9/1/2024,Timely,N/A
"$1,464",10306,9/1/2024,Timely,N/A
"$1,436",10306,9/1/2024,Timely,N/A
"$1,432",10306,9/1/2024,Timely,N/A
"$1,428",10306,9/1/2024,Timely,N/A
"$1,396",10306,9/1/2024,Timely,N/A
"$1,373",10306,9/1/2024,Timely,N/A
"$1,356",10306,9/1/2024,Timely,N/A
"$1,351",10306,9/1/2024,Timely,N/A
"$1,348",10306,9/1/2024,Timely,N/A
"$1,341",10306,9/1/2024,Timely,N/A
"$1,296",10306,9/1/2024,Timely,N/A
"$1,271",10306,9/1/2024,Timely,N/A
"$1,268",10306,9/1/2024,Timely,N/A
"$1,260",10306,9/1/2024,Timely,N/A
"$1,259",10306,9/1/2024,Timely,N/A
"$1,223",10306,9/1/2024,Timely,N/A
"$1,221",10306,9/1/2024,Timely,N/A
"$1,213",10306,9/1/2024,Timely,N/A
"$1,137",10306,9/1/2024,Timely,N/A
"$1,114",10306,9/1/2024,Timely,N/A
"$1,110",10306,9/1/2024,Timely,N/A
"$1,102",10306,9/1/2024,Timely,N/A
"$1,094",10306,9/1/2024,Timely,N/A
"$1,094",10306,9/1/2024,Timely,N/A
"$1,080",10306,9/1/2024,Timely,N/A
"$1,073",10306,9/1/2024,Timely,N/A
"$1,050",10306,9/1/2024,Timely,N/A
"$1,032",10306,9/1/2024,Timely,N/A
"$1,031",10306,9/1/2024,Timely,N/A
"$1,027",10306,9/1/2024,Timely,N/A
"$1,014",10306,9/1/2024,Timely,N/A
"$1,011",10306,9/1/2024,Timely,N/A
"$1,001",10306,9/1/2024,Timely,N/A
$992,10306,9/1/2024,Timely,N/A
$990,10306,9/1/2024,Timely,N/A
$975,10306,9/1/2024,Timely,N/A
$971,10306,9/1/2024,Timely,N/A
$970,10306,9/1/2024,Timely,N/A
$950,10306,9/1/2024,Timely,N/A
$947,10306,9/1/2024,Timely,N/A
$946,10306,9/1/2024,Timely,N/A
$941,10306,9/1/2024,Timely,N/A
$932,10306,9/1/2024,Timely,N/A
$783,10306,9/1/2024,Timely,N/A
$767,10306,9/1/2024,Timely,N/A
$756,10306,9/1/2024,Timely,N/A
$750,10306,9/1/2024,Timely,N/A
$729,10306,9/1/2024,Timely,N/A
$701,10306,9/1/2024,Timely,N/A
$662,10306,9/1/2024,Timely,N/A
$585,10306,9/1/2024,Timely,N/A
$585,10306,9/1/2024,Timely,N/A
$470,10306,9/1/2024,Timely,N/A
$304,10306,9/1/2024,Timely,N/A
"$2,411",10307,9/1/2024,Timely,N/A
"$2,316",10307,9/1/2024,Timely,N/A
"$2,235",10307,9/1/2024,Timely,N/A
"$2,172",10307,9/1/2024,Timely,N/A
"$2,060",10307,9/1/2024,Timely,N/A
"$2,000",10307,9/1/2024,Timely,N/A
"$1,969",10307,9/1/2024,Timely,N/A
"$1,935",10307,9/1/2024,Timely,N/A
"$1,881",10307,9/1/2024,Timely,N/A
"$1,735",10307,9/1/2024,Timely,N/A
"$1,485",10307,9/1/2024,Timely,N/A
"$1,418",10307,9/1/2024,Timely,N/A
"$1,405",10307,9/1/2024,Timely,N/A
"$1,247",10307,9/1/2024,Timely,N/A
"$1,219",10307,9/1/2024,Timely,N/A
"$1,180",10307,9/1/2024,Timely,N/A
"$1,125",10307,9/1/2024,Timely,N/A
"$1,050",10307,9/1/2024,Timely,N/A
$987,10307,9/1/2024,Timely,N/A
$949,10307,9/1/2024,Timely,N/A
$908,10307,9/1/2024,Timely,N/A
$410,10307,9/1/2024,Timely,N/A
$57,10307,9/1/2024,Timely,N/A
"$3,082",10308,9/1/2024,Timely,N/A
"$2,518",10308,9/1/2024,Timely,N/A
"$2,407",10308,9/1/2024,Timely,N/A
"$2,373",10308,9/1/2024,Timely,N/A
"$2,353",10308,9/1/2024,Timely,N/A
"$2,296",10308,9/1/2024,Timely,N/A
"$2,269",10308,9/1/2024,Timely,N/A
"$2,212",10308,9/1/2024,Timely,N/A
"$2,181",10308,9/1/2024,Timely,N/A
"$2,172",10308,9/1/2024,Timely,N/A
"$2,120",10308,9/1/2024,Timely,N/A
"$2,077",10308,9/1/2024,Timely,N/A
"$2,060",10308,9/1/2024,Timely,N/A
"$2,050",10308,9/1/2024,Timely,N/A
"$1,997",10308,9/1/2024,Timely,N/A
"$1,884",10308,9/1/2024,Timely,N/A
"$1,851",10308,9/1/2024,Timely,N/A
"$1,766",10308,9/1/2024,Timely,N/A
"$1,755",10308,9/1/2024,Timely,N/A
"$1,715",10308,9/1/2024,Timely,N/A
"$1,245",10308,9/1/2024,Timely,N/A
"$1,013",10308,9/1/2024,Timely,N/A
$985,10308,9/1/2024,Timely,N/A
$950,10308,9/1/2024,Timely,N/A
$946,10308,9/1/2024,Timely,N/A
$917,10308,9/1/2024,Timely,N/A
$116,10308,9/1/2024,Timely,N/A
"$3,101",10309,9/1/2024,Timely,N/A
"$2,963",10309,9/1/2024,Timely,N/A
"$2,500",10309,9/1/2024,Timely,N/A
"$2,436",10309,9/1/2024,Timely,N/A
"$2,362",10309,9/1/2024,Timely,N/A
"$2,292",10309,9/1/2024,Timely,N/A
"$2,270",10309,9/1/2024,Timely,N/A
"$2,269",10309,9/1/2024,Timely,N/A
"$2,172",10309,9/1/2024,Timely,N/A
"$2,155",10309,9/1/2024,Timely,N/A
"$2,131",10309,9/1/2024,Timely,N/A
"$2,093",10309,9/1/2024,Timely,N/A
"$2,054",10309,9/1/2024,Timely,N/A
"$1,975",10309,9/1/2024,Timely,N/A
"$1,964",10309,9/1/2024,Timely,N/A
"$1,961",10309,9/1/2024,Timely,N/A
"$1,818",10309,9/1/2024,Timely,N/A
"$1,818",10309,9/1/2024,Timely,N/A
"$1,817",10309,9/1/2024,Timely,N/A
"$1,785",10309,9/1/2024,Timely,N/A
"$1,725",10309,9/1/2024,Timely,N/A
"$1,646",10309,9/1/2024,Timely,N/A
"$1,573",10309,9/1/2024,Timely,N/A
"$1,516",10309,9/1/2024,Timely,N/A
"$1,488",10309,9/1/2024,Timely,N/A
"$1,444",10309,9/1/2024,Timely,N/A
"$1,340",10309,9/1/2024,Timely,N/A
"$1,296",10309,9/1/2024,Timely,N/A
"$1,164",10309,9/1/2024,Timely,N/A
"$1,014",10309,9/1/2024,Timely,N/A
"$1,006",10309,9/1/2024,Timely,N/A
$998,10309,9/1/2024,Timely,N/A
$982,10309,9/1/2024,Timely,N/A
$965,10309,9/1/2024,Timely,N/A
$913,10309,9/1/2024,Timely,N/A
$903,10309,9/1/2024,Timely,N/A
$772,10309,9/1/2024,Timely,N/A
$765,10309,9/1/2024,Timely,N/A
$755,10309,9/1/2024,Timely,N/A
$735,10309,9/1/2024,Timely,N/A
"$3,156",10310,9/1/2024,Timely,N/A
"$3,142",10310,9/1/2024,Timely,N/A
"$3,083",10310,9/1/2024,Timely,N/A
"$3,054",10310,9/1/2024,Timely,N/A
"$2,963",10310,9/1/2024,Timely,N/A
"$2,963",10310,9/1/2024,Timely,N/A
"$2,955",10310,9/1/2024,Timely,N/A
"$2,936",10310,9/1/2024,Timely,N/A
"$2,891",10310,9/1/2024,Timely,N/A
"$2,808",10310,9/1/2024,Timely,N/A
"$2,749",10310,9/1/2024,Timely,N/A
"$2,720",10310,9/1/2024,Timely,N/A
"$2,637",10310,9/1/2024,Timely,N/A
"$2,627",10310,9/1/2024,Timely,N/A
"$2,615",10310,9/1/2024,Timely,N/A
"$2,585",10310,9/1/2024,Timely,N/A
"$2,583",10310,9/1/2024,Timely,N/A
"$2,560",10310,9/1/2024,Timely,N/A
"$2,560",10310,9/1/2024,Timely,N/A
"$2,508",10310,9/1/2024,Timely,N/A
"$2,481",10310,9/1/2024,Timely,N/A
"$2,471",10310,9/1/2024,Timely,N/A
"$2,468",10310,9/1/2024,Timely,N/A
"$2,411",10310,9/1/2024,Timely,N/A
"$2,411",10310,9/1/2024,Timely,N/A
"$2,409",10310,9/1/2024,Timely,N/A
"$2,369",10310,9/1/2024,Timely,N/A
"$2,362",10310,9/1/2024,Timely,N/A
"$2,351",10310,9/1/2024,Timely,N/A
"$2,344",10310,9/1/2024,Timely,N/A
"$2,339",10310,9/1/2024,Timely,N/A
"$2,327",10310,9/1/2024,Timely,N/A
"$2,319",10310,9/1/2024,Timely,N/A
"$2,296",10310,9/1/2024,Timely,N/A
"$2,296",10310,9/1/2024,Timely,N/A
"$2,284",10310,9/1/2024,Timely,N/A
"$2,269",10310,9/1/2024,Timely,N/A
"$2,259",10310,9/1/2024,Timely,N/A
"$2,246",10310,9/1/2024,Timely,N/A
"$2,201",10310,9/1/2024,Timely,N/A
"$2,200",10310,9/1/2024,Timely,N/A
"$2,195",10310,9/1/2024,Timely,N/A
"$2,195",10310,9/1/2024,Timely,N/A
"$2,192",10310,9/1/2024,Timely,N/A
"$2,172",10310,9/1/2024,Timely,N/A
"$2,172",10310,9/1/2024,Timely,N/A
"$2,160",10310,9/1/2024,Timely,N/A
"$2,155",10310,9/1/2024,Timely,N/A
"$2,141",10310,9/1/2024,Timely,N/A
"$2,131",10310,9/1/2024,Timely,N/A
"$2,130",10310,9/1/2024,Timely,N/A
"$2,127",10310,9/1/2024,Timely,N/A
"$2,125",10310,9/1/2024,Timely,N/A
"$2,120",10310,9/1/2024,Timely,N/A
"$2,120",10310,9/1/2024,Timely,N/A
"$2,120",10310,9/1/2024,Timely,N/A
"$2,114",10310,9/1/2024,Timely,N/A
"$2,104",10310,9/1/2024,Timely,N/A
"$2,102",10310,9/1/2024,Timely,N/A
"$2,087",10310,9/1/2024,Timely,N/A
"$2,060",10310,9/1/2024,Timely,N/A
"$2,054",10310,9/1/2024,Timely,N/A
"$2,041",10310,9/1/2024,Timely,N/A
"$2,033",10310,9/1/2024,Timely,N/A
"$2,028",10310,9/1/2024,Timely,N/A
"$2,010",10310,9/1/2024,Timely,N/A
"$2,003",10310,9/1/2024,Timely,N/A
"$1,995",10310,9/1/2024,Timely,N/A
"$1,993",10310,9/1/2024,Timely,N/A
"$1,969",10310,9/1/2024,Timely,N/A
"$1,969",10310,9/1/2024,Timely,N/A
"$1,969",10310,9/1/2024,Timely,N/A
"$1,964",10310,9/1/2024,Timely,N/A
"$1,964",10310,9/1/2024,Timely,N/A
"$1,950",10310,9/1/2024,Timely,N/A
"$1,943",10310,9/1/2024,Timely,N/A
"$1,919",10310,9/1/2024,Timely,N/A
"$1,919",10310,9/1/2024,Timely,N/A
"$1,901",10310,9/1/2024,Timely,N/A
"$1,901",10310,9/1/2024,Timely,N/A
"$1,896",10310,9/1/2024,Timely,N/A
"$1,893",10310,9/1/2024,Timely,N/A
"$1,888",10310,9/1/2024,Timely,N/A
"$1,884",10310,9/1/2024,Timely,N/A
"$1,882",10310,9/1/2024,Timely,N/A
"$1,846",10310,9/1/2024,Timely,N/A
"$1,843",10310,9/1/2024,Timely,N/A
"$1,835",10310,9/1/2024,Timely,N/A
"$1,827",10310,9/1/2024,Timely,N/A
"$1,818",10310,9/1/2024,Timely,N/A
"$1,818",10310,9/1/2024,Timely,N/A
"$1,815",10310,9/1/2024,Timely,N/A
"$1,802",10310,9/1/2024,Timely,N/A
"$1,795",10310,9/1/2024,Timely,N/A
"$1,776",10310,9/1/2024,Timely,N/A
"$1,775",10310,9/1/2024,Timely,N/A
"$1,773",10310,9/1/2024,Timely,N/A
"$1,742",10310,9/1/2024,Timely,N/A
"$1,733",10310,9/1/2024,Timely,N/A
"$1,732",10310,9/1/2024,Timely,N/A
"$1,708",10310,9/1/2024,Timely,N/A
"$1,708",10310,9/1/2024,Timely,N/A
"$1,704",10310,9/1/2024,Timely,N/A
"$1,701",10310,9/1/2024,Timely,N/A
"$1,701",10310,9/1/2024,Timely,N/A
"$1,695",10310,9/1/2024,Timely,N/A
"$1,693",10310,9/1/2024,Timely,N/A
"$1,685",10310,9/1/2024,Timely,N/A
"$1,685",10310,9/1/2024,Timely,N/A
"$1,685",10310,9/1/2024,Timely,N/A
"$1,679",10310,9/1/2024,Timely,N/A
"$1,660",10310,9/1/2024,Timely,N/A
"$1,628",10310,9/1/2024,Timely,N/A
"$1,620",10310,9/1/2024,Timely,N/A
"$1,613",10310,9/1/2024,Timely,N/A
"$1,607",10310,9/1/2024,Timely,N/A
"$1,605",10310,9/1/2024,Timely,N/A
"$1,594",10310,9/1/2024,Timely,N/A
"$1,590",10310,9/1/2024,Timely,N/A
"$1,567",10310,9/1/2024,Timely,N/A
"$1,560",10310,9/1/2024,Timely,N/A
"$1,548",10310,9/1/2024,Timely,N/A
"$1,545",10310,9/1/2024,Timely,N/A
"$1,539",10310,9/1/2024,Timely,N/A
"$1,539",10310,9/1/2024,Timely,N/A
"$1,537",10310,9/1/2024,Timely,N/A
"$1,537",10310,9/1/2024,Timely,N/A
"$1,494",10310,9/1/2024,Timely,N/A
"$1,487",10310,9/1/2024,Timely,N/A
"$1,477",10310,9/1/2024,Timely,N/A
"$1,455",10310,9/1/2024,Timely,N/A
"$1,449",10310,9/1/2024,Timely,N/A
"$1,441",10310,9/1/2024,Timely,N/A
"$1,440",10310,9/1/2024,Timely,N/A
"$1,407",10310,9/1/2024,Timely,N/A
"$1,385",10310,9/1/2024,Timely,N/A
"$1,376",10310,9/1/2024,Timely,N/A
"$1,376",10310,9/1/2024,Timely,N/A
"$1,375",10310,9/1/2024,Timely,N/A
"$1,334",10310,9/1/2024,Timely,N/A
"$1,291",10310,9/1/2024,Timely,N/A
"$1,283",10310,9/1/2024,Timely,N/A
"$1,257",10310,9/1/2024,Timely,N/A
"$1,232",10310,9/1/2024,Timely,N/A
"$1,220",10310,9/1/2024,Timely,N/A
"$1,218",10310,9/1/2024,Timely,N/A
"$1,180",10310,9/1/2024,Timely,N/A
"$1,179",10310,9/1/2024,Timely,N/A
"$1,174",10310,9/1/2024,Timely,N/A
"$1,142",10310,9/1/2024,Timely,N/A
"$1,130",10310,9/1/2024,Timely,N/A
"$1,128",10310,9/1/2024,Timely,N/A
"$1,107",10310,9/1/2024,Timely,N/A
"$1,104",10310,9/1/2024,Timely,N/A
"$1,088",10310,9/1/2024,Timely,N/A
"$1,050",10310,9/1/2024,Timely,N/A
"$1,050",10310,9/1/2024,Timely,N/A
"$1,050",10310,9/1/2024,Timely,N/A
"$1,050",10310,9/1/2024,Timely,N/A
"$1,050",10310,9/1/2024,Timely,N/A
"$1,041",10310,9/1/2024,Timely,N/A
"$1,031",10310,9/1/2024,Timely,N/A
"$1,020",10310,9/1/2024,Timely,N/A
$991,10310,9/1/2024,Timely,N/A
$990,10310,9/1/2024,Timely,N/A
$987,10310,9/1/2024,Timely,N/A
$985,10310,9/1/2024,Timely,N/A
$977,10310,9/1/2024,Timely,N/A
$950,10310,9/1/2024,Timely,N/A
$937,10310,9/1/2024,Timely,N/A
$931,10310,9/1/2024,Timely,N/A
$923,10310,9/1/2024,Timely,N/A
$917,10310,9/1/2024,Timely,N/A
$892,10310,9/1/2024,Timely,N/A
$889,10310,9/1/2024,Timely,N/A
$885,10310,9/1/2024,Timely,N/A
$885,10310,9/1/2024,Timely,N/A
$885,10310,9/1/2024,Timely,N/A
$885,10310,9/1/2024,Timely,N/A
$885,10310,9/1/2024,Timely,N/A
$870,10310,9/1/2024,Timely,N/A
$867,10310,9/1/2024,Timely,N/A
$848,10310,9/1/2024,Timely,N/A
$844,10310,9/1/2024,Timely,N/A
$832,10310,9/1/2024,Timely,N/A
$793,10310,9/1/2024,Timely,N/A
$766,10310,9/1/2024,Timely,N/A
$762,10310,9/1/2024,Timely,N/A
$750,10310,9/1/2024,Timely,N/A
$750,10310,9/1/2024,Timely,N/A
$750,10310,9/1/2024,Timely,N/A
$750,10310,9/1/2024,Timely,N/A
$750,10310,9/1/2024,Timely,N/A
$750,10310,9/1/2024,Timely,N/A
$750,10310,9/1/2024,Timely,N/A
$750,10310,9/1/2024,Timely,N/A
$750,10310,9/1/2024,Timely,N/A
$750,10310,9/1/2024,Timely,N/A
$750,10310,9/1/2024,Timely,N/A
$750,10310,9/1/2024,Timely,N/A
$747,10310,9/1/2024,Timely,N/A
$746,10310,9/1/2024,Timely,N/A
$735,10310,9/1/2024,Timely,N/A
$719,10310,9/1/2024,Timely,N/A
$642,10310,9/1/2024,Timely,N/A
$621,10310,9/1/2024,Timely,N/A
$611,10310,9/1/2024,Timely,N/A
$585,10310,9/1/2024,Timely,N/A
$585,10310,9/1/2024,Timely,N/A
$585,10310,9/1/2024,Timely,N/A
$585,10310,9/1/2024,Timely,N/A
$585,10310,9/1/2024,Timely,N/A
$523,10310,9/1/2024,Timely,N/A
$504,10310,9/1/2024,Timely,N/A
$473,10310,9/1/2024,Timely,N/A
$309,10310,9/1/2024,Timely,N/A
"$2,441",10312,9/1/2024,Timely,N/A
"$2,402",10312,9/1/2024,Timely,N/A
"$2,397",10312,9/1/2024,Timely,N/A
"$2,321",10312,9/1/2024,Timely,N/A
"$2,301",10312,9/1/2024,Timely,N/A
"$2,201",10312,9/1/2024,Timely,N/A
"$2,138",10312,9/1/2024,Timely,N/A
"$2,135",10312,9/1/2024,Timely,N/A
"$2,091",10312,9/1/2024,Timely,N/A
"$1,969",10312,9/1/2024,Timely,N/A
"$1,969",10312,9/1/2024,Timely,N/A
"$1,969",10312,9/1/2024,Timely,N/A
"$1,964",10312,9/1/2024,Timely,N/A
"$1,909",10312,9/1/2024,Timely,N/A
"$1,904",10312,9/1/2024,Timely,N/A
"$1,903",10312,9/1/2024,Timely,N/A
"$1,860",10312,9/1/2024,Timely,N/A
"$1,854",10312,9/1/2024,Timely,N/A
"$1,818",10312,9/1/2024,Timely,N/A
"$1,800",10312,9/1/2024,Timely,N/A
"$1,790",10312,9/1/2024,Timely,N/A
"$1,777",10312,9/1/2024,Timely,N/A
"$1,762",10312,9/1/2024,Timely,N/A
"$1,567",10312,9/1/2024,Timely,N/A
"$1,535",10312,9/1/2024,Timely,N/A
"$1,519",10312,9/1/2024,Timely,N/A
"$1,471",10312,9/1/2024,Timely,N/A
"$1,435",10312,9/1/2024,Timely,N/A
"$1,268",10312,9/1/2024,Timely,N/A
"$1,244",10312,9/1/2024,Timely,N/A
"$1,241",10312,9/1/2024,Timely,N/A
"$1,197",10312,9/1/2024,Timely,N/A
"$1,129",10312,9/1/2024,Timely,N/A
"$1,046",10312,9/1/2024,Timely,N/A
"$1,032",10312,9/1/2024,Timely,N/A
"$1,020",10312,9/1/2024,Timely,N/A
$994,10312,9/1/2024,Timely,N/A
$982,10312,9/1/2024,Timely,N/A
$941,10312,9/1/2024,Timely,N/A
$923,10312,9/1/2024,Timely,N/A
$901,10312,9/1/2024,Timely,N/A
$565,10312,9/1/2024,Timely,N/A
$200,10312,9/1/2024,Timely,N/A
"$3,276",10314,9/1/2024,Timely,N/A
"$3,248",10314,9/1/2024,Timely,N/A
"$3,239",10314,9/1/2024,Timely,N/A
"$3,095",10314,9/1/2024,Timely,N/A
"$3,082",10314,9/1/2024,Timely,N/A
"$2,755",10314,9/1/2024,Timely,N/A
"$2,687",10314,9/1/2024,Timely,N/A
"$2,654",10314,9/1/2024,Timely,N/A
"$2,600",10314,9/1/2024,Timely,N/A
"$2,583",10314,9/1/2024,Timely,N/A
"$2,563",10314,9/1/2024,Timely,N/A
"$2,560",10314,9/1/2024,Timely,N/A
"$2,535",10314,9/1/2024,Timely,N/A
"$2,406",10314,9/1/2024,Timely,N/A
"$2,406",10314,9/1/2024,Timely,N/A
"$2,397",10314,9/1/2024,Timely,N/A
"$2,369",10314,9/1/2024,Timely,N/A
"$2,366",10314,9/1/2024,Timely,N/A
"$2,329",10314,9/1/2024,Timely,N/A
"$2,305",10314,9/1/2024,Timely,N/A
"$2,297",10314,9/1/2024,Timely,N/A
"$2,274",10314,9/1/2024,Timely,N/A
"$2,269",10314,9/1/2024,Timely,N/A
"$2,246",10314,9/1/2024,Timely,N/A
"$2,245",10314,9/1/2024,Timely,N/A
"$2,235",10314,9/1/2024,Timely,N/A
"$2,225",10314,9/1/2024,Timely,N/A
"$2,156",10314,9/1/2024,Timely,N/A
"$2,151",10314,9/1/2024,Timely,N/A
"$2,137",10314,9/1/2024,Timely,N/A
"$2,135",10314,9/1/2024,Timely,N/A
"$2,124",10314,9/1/2024,Timely,N/A
"$2,115",10314,9/1/2024,Timely,N/A
"$2,111",10314,9/1/2024,Timely,N/A
"$2,104",10314,9/1/2024,Timely,N/A
"$2,104",10314,9/1/2024,Timely,N/A
"$2,100",10314,9/1/2024,Timely,N/A
"$2,097",10314,9/1/2024,Timely,N/A
"$2,077",10314,9/1/2024,Timely,N/A
"$2,064",10314,9/1/2024,Timely,N/A
"$2,060",10314,9/1/2024,Timely,N/A
"$2,043",10314,9/1/2024,Timely,N/A
"$2,043",10314,9/1/2024,Timely,N/A
"$2,037",10314,9/1/2024,Timely,N/A
"$2,003",10314,9/1/2024,Timely,N/A
"$2,000",10314,9/1/2024,Timely,N/A
"$1,999",10314,9/1/2024,Timely,N/A
"$1,999",10314,9/1/2024,Timely,N/A
"$1,996",10314,9/1/2024,Timely,N/A
"$1,993",10314,9/1/2024,Timely,N/A
"$1,985",10314,9/1/2024,Timely,N/A
"$1,983",10314,9/1/2024,Timely,N/A
"$1,973",10314,9/1/2024,Timely,N/A
"$1,970",10314,9/1/2024,Timely,N/A
"$1,969",10314,9/1/2024,Timely,N/A
"$1,969",10314,9/1/2024,Timely,N/A
"$1,943",10314,9/1/2024,Timely,N/A
"$1,937",10314,9/1/2024,Timely,N/A
"$1,935",10314,9/1/2024,Timely,N/A
"$1,919",10314,9/1/2024,Timely,N/A
"$1,918",10314,9/1/2024,Timely,N/A
"$1,910",10314,9/1/2024,Timely,N/A
"$1,893",10314,9/1/2024,Timely,N/A
"$1,846",10314,9/1/2024,Timely,N/A
"$1,819",10314,9/1/2024,Timely,N/A
"$1,785",10314,9/1/2024,Timely,N/A
"$1,776",10314,9/1/2024,Timely,N/A
"$1,753",10314,9/1/2024,Timely,N/A
"$1,738",10314,9/1/2024,Timely,N/A
"$1,728",10314,9/1/2024,Timely,N/A
"$1,715",10314,9/1/2024,Timely,N/A
"$1,693",10314,9/1/2024,Timely,N/A
"$1,688",10314,9/1/2024,Timely,N/A
"$1,678",10314,9/1/2024,Timely,N/A
"$1,668",10314,9/1/2024,Timely,N/A
"$1,658",10314,9/1/2024,Timely,N/A
"$1,642",10314,9/1/2024,Timely,N/A
"$1,639",10314,9/1/2024,Timely,N/A
"$1,620",10314,9/1/2024,Timely,N/A
"$1,616",10314,9/1/2024,Timely,N/A
"$1,613",10314,9/1/2024,Timely,N/A
"$1,603",10314,9/1/2024,Timely,N/A
"$1,589",10314,9/1/2024,Timely,N/A
"$1,584",10314,9/1/2024,Timely,N/A
"$1,575",10314,9/1/2024,Timely,N/A
"$1,572",10314,9/1/2024,Timely,N/A
"$1,569",10314,9/1/2024,Timely,N/A
"$1,561",10314,9/1/2024,Timely,N/A
"$1,561",10314,9/1/2024,Timely,N/A
"$1,553",10314,9/1/2024,Timely,N/A
"$1,552",10314,9/1/2024,Timely,N/A
"$1,510",10314,9/1/2024,Timely,N/A
"$1,493",10314,9/1/2024,Timely,N/A
"$1,455",10314,9/1/2024,Timely,N/A
"$1,339",10314,9/1/2024,Timely,N/A
"$1,336",10314,9/1/2024,Timely,N/A
"$1,329",10314,9/1/2024,Timely,N/A
"$1,297",10314,9/1/2024,Timely,N/A
"$1,292",10314,9/1/2024,Timely,N/A
"$1,292",10314,9/1/2024,Timely,N/A
"$1,267",10314,9/1/2024,Timely,N/A
"$1,213",10314,9/1/2024,Timely,N/A
"$1,180",10314,9/1/2024,Timely,N/A
"$1,177",10314,9/1/2024,Timely,N/A
"$1,140",10314,9/1/2024,Timely,N/A
"$1,105",10314,9/1/2024,Timely,N/A
"$1,093",10314,9/1/2024,Timely,N/A
"$1,056",10314,9/1/2024,Timely,N/A
"$1,050",10314,9/1/2024,Timely,N/A
"$1,050",10314,9/1/2024,Timely,N/A
"$1,050",10314,9/1/2024,Timely,N/A
"$1,039",10314,9/1/2024,Timely,N/A
"$1,026",10314,9/1/2024,Timely,N/A
"$1,020",10314,9/1/2024,Timely,N/A
"$1,016",10314,9/1/2024,Timely,N/A
$986,10314,9/1/2024,Timely,N/A
$980,10314,9/1/2024,Timely,N/A
$969,10314,9/1/2024,Timely,N/A
$968,10314,9/1/2024,Timely,N/A
$963,10314,9/1/2024,Timely,N/A
$934,10314,9/1/2024,Timely,N/A
$931,10314,9/1/2024,Timely,N/A
$926,10314,9/1/2024,Timely,N/A
$920,10314,9/1/2024,Timely,N/A
$897,10314,9/1/2024,Timely,N/A
$895,10314,9/1/2024,Timely,N/A
$890,10314,9/1/2024,Timely,N/A
$819,10314,9/1/2024,Timely,N/A
$790,10314,9/1/2024,Timely,N/A
$784,10314,9/1/2024,Timely,N/A
$750,10314,9/1/2024,Timely,N/A
$699,10314,9/1/2024,Timely,N/A
$674,10314,9/1/2024,Timely,N/A
$565,10314,9/1/2024,Timely,N/A
"$3,645",10451,9/1/2024,Timely,N/A
"$3,384",10451,9/1/2024,Timely,N/A
"$3,320",10451,9/1/2024,Timely,N/A
"$3,318",10451,9/1/2024,Timely,N/A
"$3,318",10451,9/1/2024,Timely,N/A
"$3,295",10451,9/1/2024,Timely,N/A
"$3,217",10451,9/1/2024,Timely,N/A
"$3,201",10451,9/1/2024,Timely,N/A
"$3,201",10451,9/1/2024,Timely,N/A
"$3,197",10451,9/1/2024,Timely,N/A
